segment,company_name,parent_company,hq_city,hq_state,hq_country,year_founded,ownership,primary_specialty,secondary_lines,glass_types,frame_materials,market_segment,custom_capabilities,max_dimensions,moq,num_plants,plant_locations,typical_lead_time,trade_assoc_memberships,product_certifications,years_in_business,warranty_terms,notable_projects,pricing_tier,public_price_list,sales_model,quote_turnaround,main_phone,sales_email,cs_email,hq_address,website,contact_form_url,accepting_new_customers,preferred_contact_method,response_time_reputation,linkedin_url,linkedin_followers,linkedin_last_post_recency,facebook_url,instagram_url,youtube_url,twitter_url,recent_trade_show,ceo_president,vp_sales_or_commercial,red_flags
fenestration,Harvey Building Products,Cornerstone Building Brands,Waltham,MA,USA,1961,private (Cornerstone Building Brands subsidiary as of 2024),residential vinyl and wood windows;doors,patio doors;storm doors;building products distribution,insulating glass;Low-E;tempered,vinyl;wood;aluminum-clad wood,residential;Northeast US focus,yes,not available,not available,4,Waltham MA HQ;Dartmouth MA;Londonderry NH;Manchester NH,not available,FGIA;WDMA;NFRC;Energy Star Partner,NFRC;Energy Star;AAMA,65,limited lifetime on most window products,not available,mid,no,dealer network;contractor direct,not available,1-800-322-1100,not available,not available,"1400 Main Street, Waltham, MA 02451",https://harveybuildingproducts.com,https://harveybuildingproducts.com/contact,yes,phone;dealer,not available,https://www.linkedin.com/company/harvey-building-products,not available,active (within 30 days),https://www.facebook.com/HarveyBuildingProducts,https://www.instagram.com/harveybuildingproducts,https://www.youtube.com/channel/UCJxQlsR-XynLNzU2qBSv-Pg,not available,not available,Gunner Smith (CEO Cornerstone Building Brands),not available,none identified
fenestration,YKK AP America Inc.,YKK Corporation (Japan),Austell,GA,USA,1991 (US),private (Japanese parent),commercial fenestration (curtain wall;storefront;window wall),residential windows and doors;sun controls;balcony doors,insulating glass;Low-E;laminated;tempered;structurally glazed,extruded aluminum;thermally broken aluminum,commercial (high-rise);institutional;residential,yes,not available,not available,multiple US,Austell GA HQ;Dublin GA (commercial mfg);Macon GA (residential mfg),not available,AAMA;FGIA;NFRC;GANA,NFRC;Energy Star;AAMA;Cradle to Cradle (select),35,limited project-specific warranties,not available,premium,no,architect-direct;glazing contractor channel,not available,1-800-955-9551,not available,not available,"270 Riverside Pkwy Suite 100, Austell, GA 30168",https://www.ykkap.com,https://www.ykkap.com/commercial/contact/,yes,specifier-direct;contractor,not available,https://www.linkedin.com/company/ykk-ap-america-inc,not available,active (within 30 days),https://www.facebook.com/YKKAPAmerica,https://www.instagram.com/ykkapamerica,https://www.youtube.com/user/YKKAPAmericaVideos,not available,GlassBuild America,Oliver Stepe (President & CEO),Mike Turner (President Commercial Business Group),none identified
fenestration,Kawneer Company Inc.,Arconic Corporation,Norcross,GA,USA,1906,private (Arconic subsidiary),commercial architectural aluminum systems,curtain wall;storefronts;entrances;windows;sun shades,insulating glass;Low-E;laminated;tempered;structural glazing,extruded aluminum;thermally broken aluminum,commercial;institutional;mixed-use,yes,not available,not available,multiple US/Canada plus 13 countries,Norcross GA HQ;Bloomsburg PA;Cranberry Township PA;Springdale AR;Visalia CA;Lethbridge AB;Toronto ON,not available,AAMA;FGIA;NFRC;GANA,NFRC;AAMA;Cradle to Cradle (select),120,limited project-specific warranties,not available,premium,no,architect-direct;glazing contractor channel,not available,1-770-449-5555,not available,not available,"555 Guthridge Court, Norcross, GA 30092",https://www.kawneer.com,https://www.kawneer.com/contact-us,yes,specifier-direct;contractor,not available,https://www.linkedin.com/company/kawneer-company,not available,active (within 30 days),https://www.facebook.com/kawneer,not available,https://www.youtube.com/user/KawneerCompany,not available,GlassBuild America;AIA Conference,not available,not available,Arconic initiated sale process of BCS unit (incl. Kawneer);ongoing parent company transition
fenestration,Wausau Window and Wall Systems,Apogee Enterprises (NASDAQ:APOG),Wausau,WI,USA,1956,public (Apogee Architectural Metals division),high-performance commercial architectural windows,window walls;behavioral health windows;blast/hurricane systems,insulating glass;Low-E;laminated;tempered;blast-rated,extruded aluminum;thermally broken aluminum,commercial;institutional;healthcare;behavioral health,yes,not available,not available,not available (consolidated under Apogee),Wausau WI;and shared Apogee Architectural Metals facilities,not available,AAMA;FGIA;NFRC;GANA,NFRC;AAMA;Miami-Dade NOA (select),70,limited project-specific warranties,not available,premium,no,architect-direct;glazing contractor channel,not available,1-877-678-2983,not available,not available,"7800 International Drive, Wausau, WI 54401",http://www.wausauwindow.com,http://www.wausauwindow.com/index.cfm?pid=18,yes,specifier-direct;contractor,not available,https://www.linkedin.com/company/wausau-window-and-wall-systems,not available,moderate (1-3 months),https://www.facebook.com/WausauWindow,not available,https://www.youtube.com/user/WausauWindow,not available,GlassBuild America,not available,not available,parent Apogee restructured Architectural Metals segment 2024-2025 with brand consolidation
fenestration,EFCO Corporation,Apogee Enterprises (NASDAQ:APOG),Monett,MO,USA,1951,public (Apogee Architectural Metals division),commercial architectural aluminum fenestration,curtain walls;storefronts;entrances;windows;sun controls,insulating glass;Low-E;laminated;tempered;hurricane-rated,extruded aluminum;thermally broken aluminum,commercial;institutional;hurricane markets,yes,not available,not available,multiple,Monett MO HQ;and shared Apogee Architectural Metals plants,not available,AAMA;FGIA;NFRC;GANA,NFRC;AAMA;Miami-Dade NOA,74,limited project-specific warranties,not available,premium,no,architect-direct;glazing contractor channel,not available,1-800-221-4169,not available,not available,"1000 County Road, Monett, MO 65708",https://www.efcocorp.com,https://www.efcocorp.com/contact-us,yes,specifier-direct;contractor,not available,https://www.linkedin.com/company/efcocorporation,not available,moderate (1-3 months),https://www.facebook.com/EFCOcorp,not available,https://www.youtube.com/user/EFCOCorporation,not available,GlassBuild America,not available,not available,parent Apogee restructuring of Architectural Metals 2024-2025
fenestration,Tubelite Inc.,Apogee Enterprises (NASDAQ:APOG),Walker,MI,USA,1945,public (Apogee Architectural Metals division),commercial aluminum storefront and curtainwall,entrances;operable windows;sun shades,insulating glass;Low-E;laminated;tempered,extruded aluminum;thermally broken aluminum,commercial low-mid rise;retail,yes,not available,not available,operations consolidating into Apogee shared facilities,Walker MI (closing);Reed City MI;and shared Apogee facilities in MO/WI,not available,AAMA;FGIA;NFRC;GANA,NFRC;AAMA,80,limited project-specific warranties,not available,mid-premium,no,architect-direct;glazing contractor channel,not available,1-800-866-2227,not available,not available,"3056 Walkent Drive NW, Walker, MI 49544",https://tubeliteusa.com,https://tubeliteusa.com/contact-us,yes,specifier-direct;contractor,not available,https://www.linkedin.com/company/tubeliteusa,not available,moderate (1-3 months),not available,not available,https://www.youtube.com/channel/UCEt4lZmSCMD2gkXUMG-9G9Q,not available,GlassBuild America,not available,not available,Walker MI HQ plant closing as Apogee consolidates ops to MO/WI (announced 2024-2025)
fenestration,Manko Window Systems Inc.,not available,Manhattan,KS,USA,1989,private,commercial aluminum windows;storefronts;curtain walls,entrances,insulating glass;Low-E;laminated;tempered;hurricane-rated,extruded aluminum;thermally broken aluminum,commercial;institutional;hospitality,yes,not available,not available,3,Manhattan KS HQ;Aurora CO;Des Moines IA,not available,AAMA;FGIA;NFRC;GANA,NFRC;AAMA;Miami-Dade NOA,37,limited project-specific warranties,not available,mid-premium,no,architect-direct;glazing contractor channel,not available,1-785-776-1380,not available,not available,"800 Hayes Drive, Manhattan, KS 66502",https://mankowindowsystems.com,https://mankowindowsystems.com/contact-us,yes,specifier-direct;contractor,not available,https://www.linkedin.com/company/manko-window-systems,not available,moderate (1-3 months),https://www.facebook.com/mankowindowsystems,not available,not available,not available,GlassBuild America,not available,not available,none identified
fenestration,Therma-Tru Doors,Fortune Brands Innovations (NYSE:FBIN),Maumee,OH,USA,1962,public (Fortune Brands subsidiary),residential entry door systems,patio doors;storm doors,clear;Low-E;decorative;textured;privacy,fiberglass;steel,residential,limited,not available,not available,multiple US,Maumee OH HQ;Edgerton OH;Butner NC;Matamoros Mexico,not available,FGIA;WDMA;NFRC;Energy Star Partner,NFRC;Energy Star;ENERGY STAR Most Efficient,63,limited lifetime warranty on fiberglass doors,not available,mid-premium,no,dealer network;big-box;builder direct,not available,1-800-843-7628,not available,not available,"1750 Indian Wood Circle, Maumee, OH 43537",https://www.thermatru.com,https://www.thermatru.com/contact-us/,yes,phone;dealer,not available,https://www.linkedin.com/company/therma-tru,not available,active (within 30 days),https://www.facebook.com/ThermaTruDoors,https://www.instagram.com/thermatrudoors,https://www.youtube.com/user/ThermaTruDoors,not available,not available,Brett E. Finley (President Therma-Tru),not available,none identified
fenestration,Masonite International,Owens Corning (NYSE:OC),Tampa,FL,USA,1925,public (Owens Corning subsidiary as of May 2024),residential and commercial interior and exterior doors,patio doors;commercial doors,clear;Low-E;decorative;impact-resistant,fiberglass;steel;wood;composite;MDF,residential;commercial,yes,not available,not available,~64,Tampa FL HQ;multiple US/Canada/Mexico/Europe/South America plants,not available,FGIA;WDMA;NFRC;Energy Star Partner,NFRC;Energy Star;ENERGY STAR Most Efficient,100,limited lifetime warranty on most products,not available,mid,no,dealer network;big-box;builder direct,not available,1-800-663-3667,not available,not available,"1001 East Palm Avenue, Tampa, FL 33605",https://www.masonite.com,https://www.masonite.com/contact-us/,yes,phone;dealer,not available,https://www.linkedin.com/company/masonitedoors,not available,active (within 30 days),https://www.facebook.com/MasoniteDoors,https://www.instagram.com/masonitedoors,https://www.youtube.com/user/MasoniteDoors,not available,not available,Howard Heckes (former CEO; Owens Corning leadership post-2024 acquisition),not available,acquired by Owens Corning May 2024;some integration workforce changes
fenestration,ProVia,not available,Sugarcreek,OH,USA,1977,private (faith-based family/private),residential entry doors;windows;siding;stone,storm doors;metal roofing,insulating glass;Low-E;decorative;impact-resistant,fiberglass;steel;vinyl;wood,residential,yes,not available,not available,4,Sugarcreek OH HQ;Baltic OH;Booneville MS;Walnut Creek OH,not available,FGIA;WDMA;NFRC;Energy Star Partner,NFRC;Energy Star;ENERGY STAR Most Efficient,49,Lifetime Limited Warranty,not available,premium,no,dealer network (Authorized Dealers),not available,1-800-669-4711,not available,not available,"2150 State Route 39, Sugarcreek, OH 44681",https://www.provia.com,https://www.provia.com/contact/,yes,phone;dealer,not available,https://www.linkedin.com/company/provia,not available,active (within 30 days),https://www.facebook.com/ProViaProducts,https://www.instagram.com/proviaproducts,https://www.youtube.com/user/ProViaDoor,not available,not available,Brian Miller (President & CEO),not available,none identified
fenestration,VELUX America LLC,VELUX Group (Denmark - VKR Holding),Greenwood,SC,USA,1941 (group);1976 (US),private (foundation-owned Danish parent),residential and commercial skylights and roof windows,sun tunnels;solar skylights;blinds and accessories,insulating glass;Low-E;laminated;tempered;impact-resistant,aluminum-clad wood;polyurethane;PVC,residential;commercial,yes,not available,not available,multiple globally,Greenwood SC HQ;Fort Mill SC;Greenwood SC plant;Wells ME (Wasco);Reno NV (Wasco),not available,FGIA;NFRC;Energy Star Partner;AIA Continuing Education,NFRC;Energy Star;ENERGY STAR Most Efficient;Miami-Dade NOA,85 (group),10-year glass;20-year products warranty (US),not available,premium,no,dealer network;skylight specialists;contractor direct,not available,1-800-888-3589,not available,not available,"450 Old Brickyard Road, Greenwood, SC 29648",https://www.veluxusa.com,https://www.veluxusa.com/contact,yes,phone;dealer,not available,https://www.linkedin.com/company/velux,not available,active (within 30 days),https://www.facebook.com/VELUXAmerica,https://www.instagram.com/veluxamerica,https://www.youtube.com/user/VeluxAmerica,not available,GlassBuild America;IBS,Stephan Moyon (President VELUX North America); Lars Petersson (CEO VELUX Group),not available,none identified
fenestration,Wasco Skylights (VELUX Commercial),VELUX Group,Wells,ME,USA,1933,private (VELUX subsidiary since 2018),commercial and residential skylights,daylighting systems;unit skylights;custom skylights,insulating glass;Low-E;laminated;tempered;polycarbonate,aluminum;thermally broken aluminum,commercial;institutional;residential,yes,custom architectural skylights (large spans),not available,2,Wells ME;Reno NV,not available,FGIA;NFRC;AAMA;ICC,NFRC;Energy Star;ICC-ES;Miami-Dade NOA,92,limited project-specific warranties (typically 10-year),not available,premium,no,architect-direct;contractor;dealer,not available,1-800-388-0293,not available,not available,"8 Lonsdale Avenue, Wells, ME 04090",https://www.wascoskylights.com,https://www.wascoskylights.com/contact-us/,yes,specifier-direct;contractor,not available,https://www.linkedin.com/company/wasco-skylights,not available,moderate (1-3 months),https://www.facebook.com/WascoSkylights,not available,https://www.youtube.com/user/WascoSkylights,not available,GlassBuild America;AIA Conference,Stephan Moyon (President VELUX North America),not available,none identified
fenestration,FAKRO America LLC,FAKRO Group (Poland),Addison,IL,USA,1991 (group);2002 (US),private (Polish parent),residential roof windows and skylights,attic ladders;flashings;blinds,insulating glass;Low-E;laminated;tempered,wood (pine);polyurethane (PVC),residential;light commercial,yes,not available,not available,1 US distribution;multiple globally,Addison IL (US ops);Nowy Sacz Poland (mfg HQ),not available,FGIA;NFRC;Energy Star Partner,NFRC;Energy Star;ENERGY STAR Most Efficient,35,10-year material warranty;20-year on glass (varies),not available,mid-premium,no,dealer network;contractor direct;distributor,not available,1-800-407-8164,not available,not available,"39 West Factory Road, Addison, IL 60101",https://www.fakrousa.com,https://www.fakrousa.com/contact-us/,yes,phone;dealer,not available,https://www.linkedin.com/company/fakrousa,not available,moderate (1-3 months),https://www.facebook.com/fakrousa,https://www.instagram.com/fakrousa,https://www.youtube.com/user/FakroAmerica,not available,not available,Ryszard Florek (President & Co-Founder FAKRO Group),not available,none identified
fenestration,Solatube International Inc.,Kingspan Light + Air (Kingspan Group plc),Vista,CA,USA,1991,private (Kingspan subsidiary),tubular daylighting devices (TDDs);ventilation,whole house fans;smart LED daylight,acrylic dome;polycarbonate;prismatic optics,aluminum tubing,residential;commercial,limited,not available,not available,1 primary US,Vista CA HQ and primary mfg,not available,NFRC;Energy Star Partner;USGBC,NFRC;Energy Star;ICC-ES,35,10-year limited warranty on most products,not available,premium,no,dealer network (Premier Dealers);direct retail,not available,1-888-765-2882,not available,not available,"2210 Oak Ridge Way, Vista, CA 92081",https://www.solatube.com,https://www.solatube.com/contact-us,yes,phone;dealer,not available,https://www.linkedin.com/company/solatube-international,not available,active (within 30 days),https://www.facebook.com/Solatube,https://www.instagram.com/solatubeinternational,https://www.youtube.com/user/SolatubeChannel,not available,GlassBuild America;Greenbuild,not available,not available,CEO Bob Westfall retired 2023;acquired by Kingspan;continuity of ops
fenestration,Crystal Window & Door Systems,not available,Flushing,NY,USA,1990,private family-owned,aluminum and vinyl windows and doors,window walls;curtain wall;sliding doors;passive house systems,not applicable - frame manufacturer,aluminum;vinyl;uPVC,commercial;residential;multi-family,custom commercial windows;Magnus passive house line;hurricane-rated;historic replication,not available,not available,6,Flushing NY;Scranton PA;Chicago IL;Los Angeles CA;St. Louis MO;Toronto Canada,not available,AIA;AAMA;NFRC;NAHB;IGCC;NARI,Energy Star;AAMA;NFRC,35,not available,Crain's NY Family Business Award winner,mid,no,B2B through dealers and direct commercial,not available,800-472-9988,not available,not available,"31-10 Whitestone Expressway, Flushing, NY 11354",https://crystalwindows.com,https://crystalwindows.com/contact-us/,yes,phone,responsive,https://www.linkedin.com/company/crystal-window-and-door-systems,not available,not available,https://www.facebook.com/CWNDS/,not available,not available,not available,IBS,Jeffrey Smith,Steve Chen,none identified
fenestration,Hope's Windows Inc,not available,Jamestown,NY,USA,1912,private,custom steel and bronze windows and doors,steel windows;bronze doors;skylights;blast-rated;hurricane-rated,integral glazing,steel;bronze,luxury residential;commercial;historic preservation;institutional;cultural,handcrafted hot-rolled steel;solid bronze;fire-rated;blast and bullet and hurricane impact;custom historical replication,not available,not available,4,Jamestown NY,not available,not available,third-party tested for hurricane;air;water;structural;forced entry;thermal;fire;bullet;blast,113,not available,Pearl Harbor Naval Shipyard;Indiana War Memorial;UChicago Saieh Hall;Chapel of the Resurrection Valparaiso,premium,no,B2B direct and through architectural reps,not available,716-665-5124,sales@hopeswindows.com,not available,"84 Hopkins Avenue, Jamestown, NY 14701",https://hopeswindows.com,https://hopeswindows.com/contact-us/,yes,email,responsive,https://www.linkedin.com/company/hopes-windows-inc,not available,not available,https://www.facebook.com/HopesWindows/,not available,not available,not available,NAHB IBS 2025,Randy Manitta,not available,none identified
fenestration,Skyline Windows,not available,Bronx,NY,USA,1921,private family-owned,custom aluminum windows and window walls,terrace doors;casement windows;tilt and turn;lift and slide;double hung,not applicable - frame manufacturer,aluminum;steel,commercial;luxury residential;high-rise,high-rise window wall systems;historic replication;Series 500 casements;Local Law 196 compliant,not available,not available,2,Bronx NY,not available,not available,EPA Lead-Safe Certified;AAMA Distinguished Member;OSHA Local Law 196 Compliant;Council on Tall Buildings member,104,not available,750 Third Avenue NYC;295 Fifth Avenue NYC;high-rise NYC retrofits,premium,no,B2B direct manufacturer-installer,not available,212-491-3000,not available,not available,"220 East 138th Street, Bronx, NY 10451",https://www.skylinewindows.com,https://www.skylinewindows.com/contact,yes,phone,responsive,https://www.linkedin.com/company/skyline-windows,not available,not available,not available,not available,not available,not available,not available,Matthew Kraus,not available,none identified
